,match_id,player,date,year,tournament,rankdist,wikibuzz,inverse_b365,inverse_avg,inverse_best,outcome
1446,1446,Angelique Kerber,2017-01-05,2017.0,Brisbane International,-0.9285714285714286,0.4154177543215746,0.7142857264499277,0.704225373395827,0.6622516598117377,0
1446,1446,Elina Svitolina,2017-01-05,2017.0,Brisbane International,0.9285714285714286,-0.4154177543215746,0.36363636363636365,0.3558718933676701,0.32258065508506084,1
1444,1444,Agnieszka Radwanska,2017-01-05,2017.0,Shenzhen Open,-0.30769230769230765,-0.4678082386822997,0.8771929934634618,0.8771929934634618,0.8547008860510964,0
1444,1444,Alison Riske,2017-01-05,2017.0,Shenzhen Open,0.30769230769230765,0.4678082386822997,0.18181818181818182,0.18248175118967824,0.157480317325747,1
1445,1445,Katerina Siniakova,2017-01-05,2017.0,Shenzhen Open,-0.01218851570964247,-0.6466271649250523,0.8,0.7936507996578126,0.7692307974459868,1
1442,1442,Jelena Ostapenko,2017-01-05,2017.0,ASB Classic,-0.00883838383838384,-3.9403453860690965,0.6666666666666666,0.6410256645383223,0.598802410597492,1
1441,1441,Garbiñe Muguruza,2017-01-05,2017.0,Brisbane International,-0.031746031746031744,-1.1112888906366818,0.47619049781574513,0.49751244017146684,0.4504504446452745,1
1440,1440,Johanna Konta,2017-01-05,2017.0,Shenzhen Open,-0.08333333333333334,-0.743483994721539,0.8,0.7812500174622987,0.7575757274724029,1
1439,1439,Ana Konjuh,2017-01-05,2017.0,ASB Classic,-0.00044326241134751837,0.1450811455020724,0.47619049781574513,0.47393367285195304,0.4545454446934474,1
1438,1438,Julia Goerges,2017-01-05,2017.0,ASB Classic,0.033763654419066536,-1.0440659790560862,0.29411763880904596,0.2890173378540068,0.2702702667871647,1
1443,1443,Karolina Pliskova,2017-01-05,2017.0,Brisbane International,-0.1111111111111111,-0.3410280531570736,0.7518796749870864,0.7633588119692684,0.7407407276587887,1
1445,1445,Nina Stojanovic,2017-01-05,2017.0,Shenzhen Open,0.01218851570964247,0.6466271649250523,0.26666666666666666,0.26809651337438734,0.2409638498843124,0
1450,1450,Elina Svitolina,2017-01-06,2017.0,Brisbane International,0.09523809523809523,1.4564470535815515,0.47619049781574513,0.4854369066878265,0.4587155822832253,0
1449,1449,Julia Goerges,2017-01-06,2017.0,ASB Classic,0.0024086712163789645,-2.0302172555153075,0.5555555702727522,0.5681818212605705,0.5405405335743294,0
1448,1448,Jelena Ostapenko,2017-01-06,2017.0,ASB Classic,-0.006333830104321907,-1.8880792402337323,0.5813953391663639,0.5405405335743294,0.5,0
1447,1447,Garbiñe Muguruza,2017-01-06,2017.0,Brisbane International,-0.11846689895470383,0.3700003985358815,0.7142857264499277,0.7246376836632911,0.6756756669679118,0
1449,1449,Ana Konjuh,2017-01-06,2017.0,ASB Classic,-0.0024086712163789645,2.0302172555153075,0.5,0.49019608759779254,0.47619049781574513,1
1451,1451,Alison Riske,2017-01-06,2017.0,Shenzhen Open,-0.013295346628679962,1.350086229230827,0.6369426538796358,0.6289308044070249,0.6024096506672237,1
1450,1450,Karolina Pliskova,2017-01-06,2017.0,Brisbane International,-0.09523809523809523,-1.4564470535815515,0.5813953391663639,0.5714285714285714,0.5347593569251704,1
1451,1451,Camila Giorgi,2017-01-06,2017.0,Shenzhen Open,0.013295346628679962,-1.350086229230827,0.4219409486444344,0.43103449516149006,0.40816325736214665,0
1448,1448,Lauren Davis,2017-01-06,2017.0,ASB Classic,0.006333830104321907,1.8880792402337323,0.5,0.5154639023221231,0.5,1
1447,1447,Alize Cornet,2017-01-06,2017.0,Brisbane International,0.11846689895470383,-0.3700003985358815,0.3333333333333333,0.3344481594683792,0.3076923076923077,1
1452,1452,Katerina Siniakova,2017-01-06,2017.0,Shenzhen Open,0.08076923076923077,-0.3830568162875063,0.36363636363636365,0.3424657444766908,0.3124999953433872,1
1452,1452,Johanna Konta,2017-01-06,2017.0,Shenzhen Open,-0.08076923076923077,0.3830568162875063,0.6944444168497026,0.7142857264499277,0.6944444168497026,0
1455,1455,Katerina Siniakova,2017-01-07,2017.0,Shenzhen Open,0.006410256410256408,-0.3291297602321177,0.5,0.5050505001853163,0.48780488939529254,1
1454,1454,Alize Cornet,2017-01-07,2017.0,Brisbane International,0.14227642276422764,-1.138114731644356,0.3333333333333333,0.33898304536814533,0.3076923076923077,0
1455,1455,Alison Riske,2017-01-07,2017.0,Shenzhen Open,-0.006410256410256408,0.3291297602321177,0.5555555702727522,0.5524862053113339,0.5319148949661531,0
1454,1454,Karolina Pliskova,2017-01-07,2017.0,Brisbane International,-0.14227642276422764,1.138114731644356,0.7142857264499277,0.709219874945225,0.34843206964281737,1
1453,1453,Lauren Davis,2017-01-07,2017.0,ASB Classic,0.00488315312173003,0.11070797356140494,0.4219409486444344,0.4424778779733619,0.41666665010982157,1
1453,1453,Ana Konjuh,2017-01-07,2017.0,ASB Classic,-0.00488315312173003,-0.11070797356140494,0.6369426538796358,0.6134969343100499,0.5714285714285714,0
1456,1456,Zhang Shuai,2017-01-08,2017.0,Apai International,-0.023070097604259095,-0.27763173659827955,0.6024096506672237,0.5882352776180919,0.5714285714285714,0
1458,1458,Timea Babos,2017-01-08,2017.0,Apai International,0.0027472527472527514,0.2227566292741726,0.3816794059846342,0.3759398374935432,0.3333333333333333,0
1461,1461,Belinda Bencic,2017-01-08,2017.0,Apai International,0.00857843137254902,1.6758267461933545,0.6666666666666666,0.6896551497342619,0.6451613101701217,0
1462,1462,Anastasija Sevastova,2017-01-08,2017.0,Hobart International,-0.011027568922305764,0.4336066212422911,0.47619049781574513,0.48780488939529254,0.47393367285195304,0
1463,1463,Pauline Parmentier,2017-01-08,2017.0,Hobart International,-0.01192570869990225,-0.08538350751082457,0.7142857264499277,0.6944444168497026,0.6666666666666666,0
1460,1460,Jelena Jankovic,2017-01-08,2017.0,Hobart International,0.006481481481481484,0.19508559851905216,0.6369426538796358,0.6134969343100499,0.5952381138223105,0
1459,1459,Irina-Camelia Begu,2017-01-08,2017.0,Apai International,0.07777777777777778,-0.02422939942683547,0.25,0.2590673645536912,0.2222222222222222,0
1459,1459,Svetlana Kuznetsova,2017-01-08,2017.0,Apai International,-0.07777777777777778,0.02422939942683547,0.8196721119254039,0.8,0.7692307974459868,1
1460,1460,Monica Niculescu,2017-01-08,2017.0,Hobart International,-0.006481481481481484,-0.19508559851905216,0.4444444444444444,0.452488679972365,0.4347826177095873,1
1461,1461,Yulia Putintseva,2017-01-08,2017.0,Apai International,-0.00857843137254902,-1.6758267461933545,0.4,0.3731343190636555,0.3472222084248513,1
1462,1462,Shelby Rogers,2017-01-08,2017.0,Hobart International,0.011027568922305764,-0.4336066212422911,0.6024096506672237,0.5747126405282259,0.543478251010574,1
1463,1463,Galina Voskoboeva,2017-01-08,2017.0,Hobart International,0.01192570869990225,0.08538350751082457,0.36363636363636365,0.36630036374116304,0.34482757486713095,1
1456,1456,Eugenie Bouchard,2017-01-08,2017.0,Apai International,0.023070097604259095,0.27763173659827955,0.47619049781574513,0.47393367285195304,0.4444444444444444,1
1458,1458,Daria Kasatkina,2017-01-08,2017.0,Apai International,-0.0027472527472527514,-0.2227566292741726,0.6944444168497026,0.6849314889533816,0.6451613101701217,1
1464,1464,Mandy Minella,2017-01-09,2017.0,Hobart International,0.006009615384615384,0.1392985963466804,0.4444444444444444,0.43290044362370655,0.4,0
1465,1465,Annika Beck,2017-01-09,2017.0,Hobart International,0.02658662092624357,-0.2911984271073138,0.3076923076923077,0.323624604458551,0.3076923076923077,0
1466,1466,Cindy Burger,2017-01-09,2017.0,Hobart International,0.0005055611729019209,0.2876820724517808,0.3816794059846342,0.3861003988954684,0.36363636363636365,0
1467,1467,Laura Siegemund,2017-01-09,2017.0,Apai International,0.13218390804597702,0.45610884092691945,0.2857142857142857,0.2890173378540068,0.25641025014020846,0
1478,1478,Andrea Petkovic,2017-01-09,2017.0,Hobart International,-0.007070707070707069,0.08209961618071382,0.6369426538796358,0.6451613101701217,0.6172839488003461,1
1472,1472,Arina Rodionova,2017-01-09,2017.0,Apai International,0.09456521739130436,1.6255669223574047,0.125,0.13003901073590482,0.09813543093025177,0
1473,1473,Kristyna Pliskova,2017-01-09,2017.0,Hobart International,0.0029411764705882353,-1.3217558399823193,0.6024096506672237,0.5681818212605705,0.5464480746169359,0
1474,1474,Kateryna Bondarenko,2017-01-09,2017.0,Apai International,0.008549931600547196,2.094878836346483,0.4444444444444444,0.452488679972365,0.4347826177095873,0
1475,1475,Kristina Mladenovic,2017-01-09,2017.0,Hobart International,-0.014348206474190727,0.8331639660541812,0.6666666666666666,0.6711409353016787,0.6369426538796358,0
1477,1477,Samantha Stosur,2017-01-09,2017.0,Apai International,-0.010582010582010581,0.3837458450629135,0.5,0.49751244017146684,0.4424778779733619,0
1478,1478,Nicole Gibbs,2017-01-09,2017.0,Hobart International,0.007070707070707069,-0.08209961618071382,0.4444444444444444,0.4149377445583434,0.4,0
1479,1479,Viktorija Golubic,2017-01-09,2017.0,Hobart International,-0.0011123470522803117,-0.09806121317621486,0.3076923076923077,0.31948880621003445,0.3030303074089731,0
1480,1480,Ekaterina Makarova,2017-01-09,2017.0,Apai International,0.022328548644338114,-0.8890186531877653,0.5,0.5,0.4629629445664684,0
1471,1471,Donna Vekic,2017-01-09,2017.0,Apai International,0.02969072164948454,-0.7673788309031762,0.25,0.2544529218863702,0.23041473844274218,0
1469,1469,Francesca Schiavone,2017-01-09,2017.0,Hobart International,-0.007475490196078431,-2.684100767783082,0.5555555702727522,0.5347593569251704,0.5050505001853163,0
1484,1484,Maria Sakkari,2017-01-09,2017.0,Apai International,0.044917257683215125,1.9249989135322527,0.3816794059846342,0.371747203988273,0.3610108328107347,0
1479,1479,Lucie Safarova,2017-01-09,2017.0,Hobart International,0.0011123470522803117,0.09806121317621486,0.7518796749870864,0.7407407276587887,0.6944444168497026,1
1482,1482,Coco Vandeweghe,2017-01-09,2017.0,Apai International,0.032507739938080496,1.7547259715407009,0.5263157960780771,0.5208333449748658,0.48780488939529254,1
1483,1483,Sachia Vickery,2017-01-09,2017.0,Hobart International,-0.0025054466230936823,0.6760527472006452,0.6944444168497026,0.6666666666666666,0.6410256645383223,1
1484,1484,Roberta Vinci,2017-01-09,2017.0,Apai International,-0.044917257683215125,-1.9249989135322527,0.6944444168497026,0.6896551497342619,0.6666666666666666,1
1485,1485,Caroline Wozniacki,2017-01-09,2017.0,Apai International,-0.018750000000000003,-2.794717818314547,0.7692307974459868,0.7518796749870864,0.7142857264499277,1
1477,1477,Anastasia Pavlyuchenkova,2017-01-09,2017.0,Apai International,0.010582010582010581,-0.3837458450629135,0.5813953391663639,0.5617977618388555,0.523560218573669,1
1475,1475,Elise Mertens,2017-01-09,2017.0,Hobart International,0.014348206474190727,-0.8331639660541812,0.4,0.38910506847298276,0.36363636363636365,1
1474,1474,Christina McHale,2017-01-09,2017.0,Apai International,-0.008549931600547196,-2.094878836346483,0.6369426538796358,0.6097561028796531,0.5681818212605705,1
1473,1473,Johanna Larsson,2017-01-09,2017.0,Hobart International,-0.0029411764705882353,1.3217558399823193,0.47619049781574513,0.4926108443811376,0.4629629445664684,1
1472,1472,Johanna Konta,2017-01-09,2017.0,Apai International,-0.09456521739130436,-1.6255669223574047,0.9259258891329368,0.9259258891329368,0.9090908893868948,1
1471,1471,Daria Gavrilova,2017-01-09,2017.0,Apai International,-0.02969072164948454,0.7673788309031762,0.8196721119254039,0.8064516067008695,0.7751938213730989,1
1469,1469,Jana Fett,2017-01-09,2017.0,Hobart International,0.007475490196078431,2.684100767783082,0.5263157960780771,0.5263157960780771,0.5,1
1467,1467,Dominika Cibulkova,2017-01-09,2017.0,Apai International,-0.13218390804597702,-0.45610884092691945,0.7812500174622987,0.7692307974459868,0.7518796749870864,1
1466,1466,Veronica Cepede Royg,2017-01-09,2017.0,Hobart International,-0.0005055611729019209,-0.2876820724517808,0.6944444168497026,0.6756756669679118,0.6535947834637234,1
1465,1465,Kiki Bertens,2017-01-09,2017.0,Hobart International,-0.02658662092624357,0.2911984271073138,0.7518796749870864,0.7407407276587887,0.7142857264499277,1
1464,1464,Lara Arruabarrena,2017-01-09,2017.0,Hobart International,-0.006009615384615384,-0.1392985963466804,0.6369426538796358,0.6289308044070249,0.5813953391663639,1
1485,1485,Monica Puig,2017-01-09,2017.0,Apai International,0.018750000000000003,2.794717818314547,0.29411763880904596,0.3095975213916086,0.2857142857142857,0
1480,1480,Barbora Strycova,2017-01-09,2017.0,Apai International,-0.022328548644338114,0.8890186531877653,0.5813953391663639,0.5617977618388555,0.5347593569251704,1
1483,1483,Teliana Pereira,2017-01-09,2017.0,Hobart International,0.0025054466230936823,-0.6760527472006452,0.3816794059846342,0.39370079331436747,0.35714286322496386,0
1482,1482,Elena Vesnina,2017-01-09,2017.0,Apai International,-0.032507739938080496,-1.7547259715407009,0.5555555702727522,0.5405405335743294,0.4854369066878265,0
1487,1487,Andrea Petkovic,2017-01-10,2017.0,Hobart International,-0.010429880197322057,0.7813398925954063,0.8620689903229801,0.8403360940467084,0.8130081174740657,0
1494,1494,Svetlana Kuznetsova,2017-01-10,2017.0,Apai International,-0.07407407407407407,-1.321261635011004,0.7142857264499277,0.709219874945225,0.6849314889533816,0
1495,1495,Christina McHale,2017-01-10,2017.0,Apai International,0.31007751937984496,0.8197798314933114,0.16666666666666666,0.17006802390089443,0.14992503576636096,0
1496,1496,Roberta Vinci,2017-01-10,2017.0,Apai International,-0.0029239766081871343,-0.3175820181474549,0.4219409486444344,0.4184100234757497,0.392156870078234,0
1497,1497,Yulia Putintseva,2017-01-10,2017.0,Apai International,0.02058823529411765,0.5274427438751255,0.25,0.24937654436963558,0.22988506251116045,0
1491,1491,Daria Gavrilova,2017-01-10,2017.0,Apai International,0.060000000000000005,2.0610566223038154,0.4,0.41152262243946547,0.3816794059846342,0
1486,1486,Dominika Cibulkova,2017-01-10,2017.0,Apai International,-0.14625850340136054,-0.4478858239921166,0.6944444168497026,0.6756756669679118,0.6535947834637234,0
1490,1490,Angelique Kerber,2017-01-10,2017.0,Apai International,-0.9615384615384616,-0.7070112595516622,0.7518796749870864,0.7407407276587887,0.7142857264499277,0
1493,1493,Kirsten Flipkens,2017-01-10,2017.0,Hobart International,0.0113013698630137,0.6586167132591705,0.36363636363636365,0.36363636363636365,0.3333333333333333,0
1492,1492,Sachia Vickery,2017-01-10,2017.0,Hobart International,0.00046660834062408826,-0.7672906181083119,0.4,0.39062500873114936,0.36363636363636365,0
1495,1495,Agnieszka Radwanska,2017-01-10,2017.0,Apai International,-0.31007751937984496,-0.8197798314933114,0.8928571390558262,0.8928571390558262,0.8695652354191746,1
1492,1492,Elise Mertens,2017-01-10,2017.0,Hobart International,-0.00046660834062408826,0.7672906181083119,0.6666666666666666,0.6666666666666666,0.6451613101701217,1
1497,1497,Caroline Wozniacki,2017-01-10,2017.0,Apai International,-0.02058823529411765,-0.5274427438751255,0.8196721119254039,0.8064516067008695,0.007874015748031496,1
1491,1491,Johanna Konta,2017-01-10,2017.0,Apai International,-0.060000000000000005,-2.0610566223038154,0.6666666666666666,0.6493506654355597,0.6060606148179462,1
1493,1493,Monica Niculescu,2017-01-10,2017.0,Hobart International,-0.0113013698630137,-0.6586167132591705,0.7142857264499277,0.699300724950897,0.6666666666666666,1
1494,1494,Anastasia Pavlyuchenkova,2017-01-10,2017.0,Apai International,0.07407407407407407,1.321261635011004,0.36363636363636365,0.3546099374726125,0.3333333333333333,1
1496,1496,Barbora Strycova,2017-01-10,2017.0,Apai International,0.0029239766081871343,0.3175820181474549,0.6535947834637234,0.6410256645383223,0.6211180069036246,1
1486,1486,Eugenie Bouchard,2017-01-10,2017.0,Apai International,0.14625850340136054,0.4478858239921166,0.3816794059846342,0.3846153987229934,0.36363636363636365,1
1487,1487,Veronica Cepede Royg,2017-01-10,2017.0,Hobart International,0.010429880197322057,-0.7813398925954063,0.2,0.21645022181185328,0.18975332136987805,1
1490,1490,Daria Kasatkina,2017-01-10,2017.0,Apai International,0.9615384615384616,0.7070112595516622,0.3076923076923077,0.3154574056569432,0.29069766958318194,1
1503,1503,Lara Arruabarrena,2017-01-11,2017.0,Hobart International,0.001918859649122806,-0.10529500417691573,0.47619049781574513,0.4672896967193271,0.4347826177095873,0
1504,1504,Caroline Wozniacki,2017-01-11,2017.0,Apai International,0.0026315789473684154,0.09078222989877321,0.6666666666666666,0.6451613101701217,0.6172839488003461,0
1505,1505,Johanna Larsson,2017-01-11,2017.0,Hobart International,-0.003214400514304081,1.1541821398229204,0.5,0.49019608759779254,0.4672896967193271,0
1499,1499,Anastasia Pavlyuchenkova,2017-01-11,2017.0,Apai International,-0.016628873771730914,0.753200537008088,0.6024096506672237,0.5882352776180919,0.5617977618388555,0
1498,1498,Galina Voskoboeva,2017-01-11,2017.0,Hobart International,0.04222873900293255,0.3913966719983033,0.2222222222222222,0.22522522232263725,0.25,0
1501,1501,Lucie Safarova,2017-01-11,2017.0,Hobart International,-0.0061290322580645155,-1.5931570268299629,0.8196721119254039,0.8064516067008695,0.7812500174622987,0
1498,1498,Kiki Bertens,2017-01-11,2017.0,Hobart International,-0.04222873900293255,-0.3913966719983033,0.8474576647889183,0.8333333002196431,0.8064516067008695,1
1500,1500,Daria Kasatkina,2017-01-11,2017.0,Apai International,0.06153846153846154,1.2151835079131978,0.4444444444444444,0.4424778779733619,0.4065040587370328,0
1499,1499,Eugenie Bouchard,2017-01-11,2017.0,Apai International,0.016628873771730914,-0.753200537008088,0.47619049781574513,0.4672896967193271,0.4504504446452745,1
1500,1500,Johanna Konta,2017-01-11,2017.0,Apai International,-0.06153846153846154,-1.2151835079131978,0.6369426538796358,0.6172839488003461,0.598802410597492,1
1501,1501,Risa Ozaki,2017-01-11,2017.0,Hobart International,0.0061290322580645155,1.5931570268299629,0.25,0.2538071029129546,0.20618557106461616,1
1503,1503,Shelby Rogers,2017-01-11,2017.0,Hobart International,-0.001918859649122806,0.10529500417691573,0.6024096506672237,0.5952381138223105,0.5555555702727522,1
1505,1505,Lesia Tsurenko,2017-01-11,2017.0,Hobart International,0.003214400514304081,-1.1541821398229204,0.5813953391663639,0.5681818212605705,0.5464480746169359,1
1504,1504,Barbora Strycova,2017-01-11,2017.0,Apai International,-0.0026315789473684154,-0.09078222989877321,0.4,0.40983605596270195,0.392156870078234,1
1506,1506,Veronica Cepede Royg,2017-01-12,2017.0,Hobart International,-0.004810761513907889,-2.7942278973432626,0.4545454446934474,0.4629629445664684,0.4424778779733619,0
1507,1507,Eugenie Bouchard,2017-01-12,2017.0,Apai International,0.07959183673469389,-0.292984437822164,0.4219409486444344,0.4132231274684204,0.3846153987229934,0
1508,1508,Kiki Bertens,2017-01-12,2017.0,Hobart International,-0.03758052970651396,-1.2683663550985413,0.7142857264499277,0.709219874945225,0.6944444168497026,0
1510,1510,Agnieszka Radwanska,2017-01-12,2017.0,Apai International,-0.2807017543859649,-1.0296194171811581,0.7692307974459868,0.7692307974459868,0.7407407276587887,1
1510,1510,Barbora Strycova,2017-01-12,2017.0,Apai International,0.2807017543859649,1.0296194171811581,0.2857142857142857,0.2890173378540068,0.2597402661742239,0
1511,1511,Shelby Rogers,2017-01-12,2017.0,Hobart International,-0.0011504170261719855,0.37130618929684545,0.4219409486444344,0.4255319321625053,0.38910506847298276,0
1506,1506,Jana Fett,2017-01-12,2017.0,Hobart International,0.004810761513907889,2.7942278973432626,0.6211180069036246,0.5952381138223105,0.5714285714285714,1
1507,1507,Johanna Konta,2017-01-12,2017.0,Apai International,-0.07959183673469389,0.292984437822164,0.6369426538796358,0.6451613101701217,0.6172839488003461,1
1508,1508,Elise Mertens,2017-01-12,2017.0,Hobart International,0.03758052970651396,1.2683663550985413,0.36363636363636365,0.3496503624754485,0.323624604458551,1
1509,1509,Monica Niculescu,2017-01-12,2017.0,Hobart International,-0.015000000000000001,-3.0067763803128025,0.8,0.7692307974459868,0.7518796749870864,1
1511,1511,Lesia Tsurenko,2017-01-12,2017.0,Hobart International,0.0011504170261719855,-0.37130618929684545,0.6535947834637234,0.6329113752141712,0.6024096506672237,1
1509,1509,Risa Ozaki,2017-01-12,2017.0,Hobart International,0.015000000000000001,3.0067763803128025,0.26666666666666666,0.28818443566425855,0.26666666666666666,0
1514,1514,Lesia Tsurenko,2017-01-13,2017.0,Hobart International,0.00860655737704918,0.55861542618278,0.5,0.5263157960780771,0.5,0
1513,1513,Jana Fett,2017-01-13,2017.0,Hobart International,0.004932839277443261,1.1356407614711457,0.3816794059846342,0.392156870078234,0.37037036382939437,0
1514,1514,Monica Niculescu,2017-01-13,2017.0,Hobart International,-0.00860655737704918,-0.55861542618278,0.5555555702727522,0.5319148949661531,0.5,1
1513,1513,Elise Mertens,2017-01-13,2017.0,Hobart International,-0.004932839277443261,-1.1356407614711457,0.6666666666666666,0.6666666666666666,0.6289308044070249,1
1512,1512,Johanna Konta,2017-01-13,2017.0,Apai International,0.2333333333333333,1.9198721393834297,0.4219409486444344,0.4048582949056321,0.3731343190636555,1
1512,1512,Agnieszka Radwanska,2017-01-13,2017.0,Apai International,-0.2333333333333333,-1.9198721393834297,0.6369426538796358,0.6493506654355597,0.6134969343100499,0
1515,1515,Monica Niculescu,2017-01-14,2017.0,Hobart International,-0.017125984251968505,-1.961813234089186,0.6369426538796358,0.6711409353016787,0.6369426538796358,0
1515,1515,Elise Mertens,2017-01-14,2017.0,Hobart International,0.017125984251968505,1.961813234089186,0.4219409486444344,0.38314177785179004,0.35714286322496386,1
1536,1536,Patricia Maria Tig,2017-01-16,2017.0,Australian Open,0.012393336042259244,-1.1448740064841831,0.2222222222222222,0.22321428476395655,0.2,0
1519,1519,Francesca Schiavone,2017-01-16,2017.0,Australian Open,-0.0015966386554621854,-1.9640753839046887,0.4545454446934474,0.46082947688548437,0.4347826177095873,0
1517,1517,Annika Beck,2017-01-16,2017.0,Australian Open,-0.015515695067264575,-1.0818051703517286,0.3333333333333333,0.36231884183164553,0.3289473725487982,0
1518,1518,Yaroslava Shvedova,2017-01-16,2017.0,Australian Open,0.008841732979664015,-0.14474832714886787,0.5263157960780771,0.543478251010574,0.5181347291073825,0
1535,1535,Kristyna Pliskova,2017-01-16,2017.0,Australian Open,-0.0011123470522803117,-0.7370413741171707,0.5813953391663639,0.5780346757080136,0.5524862053113339,1
1546,1546,Carina Witthoeft,2017-01-16,2017.0,Australian Open,-0.006563057859918093,-2.7300291078209855,0.6369426538796358,0.6329113752141712,0.6134969343100499,1
1517,1517,Ashleigh Barty,2017-01-16,2017.0,Australian Open,0.015515695067264575,1.0818051703517286,0.7142857264499277,0.6944444168497026,0.6578947450975964,1
1518,1518,Irina-Camelia Begu,2017-01-16,2017.0,Australian Open,-0.008841732979664015,0.14474832714886787,0.5263157960780771,0.5128205002804169,0.47393367285195304,1
1519,1519,Julia Boserup,2017-01-16,2017.0,Australian Open,0.0015966386554621854,1.9640753839046887,0.6024096506672237,0.598802410597492,0.5780346757080136,1
1520,1520,Eugenie Bouchard,2017-01-16,2017.0,Australian Open,-0.005891980360065465,-1.786690774754704,0.7692307974459868,0.7633588119692684,0.7352941099128922,1
1521,1521,Sorana Cirstea,2017-01-16,2017.0,Australian Open,-0.002294197031039136,-2.1471001901536506,0.6369426538796358,0.6329113752141712,0.6172839488003461,1
1522,1522,Samantha Crawford,2017-01-16,2017.0,Australian Open,0.016049382716049384,-0.04416983828993892,0.2,0.21231422333351488,0.18181818181818182,1
1525,1525,Julia Goerges,2017-01-16,2017.0,Australian Open,0.009483167377904222,-1.7635885922613586,0.47619049781574513,0.47846891917096496,0.4444444444444444,1
1526,1526,Jelena Jankovic,2017-01-16,2017.0,Australian Open,0.014814814814814815,-0.8235089984231889,0.6369426538796358,0.6369426538796358,0.6172839488003461,1
1527,1527,Angelique Kerber,2017-01-16,2017.0,Australian Open,-0.9803921568627451,-1.3113178055709893,0.8474576647889183,0.8264462549368408,0.8,1
1528,1528,Kristina Kucova,2017-01-16,2017.0,Australian Open,0.0125,-1.235471471385307,0.2857142857142857,0.28409091063028524,0.2604166724874329,1
1529,1529,Svetlana Kuznetsova,2017-01-16,2017.0,Australian Open,-0.0908256880733945,0.8900827761474955,0.9523809956314903,0.9433962773411019,0.9345793934386541,1
1530,1530,Varvara Lepchenko,2017-01-16,2017.0,Australian Open,0.03409090909090909,-0.027099352620936545,0.4,0.3952569214657673,0.37037036382939437,1
1531,1531,Garbiñe Muguruza,2017-01-16,2017.0,Australian Open,-0.13376623376623376,-1.1965041548661874,0.8771929934634618,0.8695652354191746,0.8547008860510964,1
1532,1532,Pauline Parmentier,2017-01-16,2017.0,Australian Open,0.009464870768110667,0.5937132835717582,0.4545454446934474,0.4504504446452745,0.4273504430255482,1
1533,1533,Anastasia Pavlyuchenkova,2017-01-16,2017.0,Australian Open,-0.025272331154684094,-0.39923314640578045,0.8333333002196431,0.8403360940467084,0.8196721119254039,1
1534,1534,Shuai Peng,2017-01-16,2017.0,Australian Open,0.027951807228915663,-0.8722307420801247,0.29411763880904596,0.29850747118444504,0.25,1
1520,1520,Louisa Chirico,2017-01-16,2017.0,Australian Open,0.005891980360065465,1.786690774754704,0.2857142857142857,0.29761905691115526,0.27100270582468855,0
1536,1536,Monica Puig,2017-01-16,2017.0,Australian Open,-0.012393336042259244,1.1448740064841831,0.8333333002196431,0.8333333002196431,0.8130081174740657,1
1537,1537,Alison Riske,2017-01-16,2017.0,Australian Open,-0.009316770186335402,-0.15935876903263013,0.6944444168497026,0.6944444168497026,0.6666666666666666,1
1538,1538,Shelby Rogers,2017-01-16,2017.0,Australian Open,0.23076923076923078,1.8619179741788243,0.2222222222222222,0.21645022181185328,0.19685039665718373,1
1539,1539,Anastasija Sevastova,2017-01-16,2017.0,Australian Open,-0.020594292438952635,0.35910223869815683,0.6944444168497026,0.6944444168497026,0.6535947834637234,1
1540,1540,Carla Suárez Navarro,2017-01-16,2017.0,Australian Open,-0.07352941176470587,-0.5546282464243837,0.7142857264499277,0.7194244678355752,0.6849314889533816,1
1541,1541,Elina Svitolina,2017-01-16,2017.0,Australian Open,-0.07327344188658058,-0.6636629489778638,0.9259258891329368,0.9174311645664506,0.8849557559467238,1
1542,1542,Coco Vandeweghe,2017-01-16,2017.0,Australian Open,0.024060150375939848,0.48632853471185405,0.5813953391663639,0.5681818212605705,0.5494505336154795,1
1543,1543,Natalia Vikhlyantseva,2017-01-16,2017.0,Australian Open,0.00558139534883721,2.2274270765942594,0.6024096506672237,0.6024096506672237,0.5780346757080136,1
1544,1544,Stefanie Voegele,2017-01-16,2017.0,Australian Open,0.00405844155844156,-1.6239660129970102,0.47619049781574513,0.47169813867055094,0.4444444444444444,1
1545,1545,Venus Williams,2017-01-16,2017.0,Australian Open,-0.0489225393127548,-1.3075879506720383,0.7142857264499277,0.7142857264499277,0.6896551497342619,1
1547,1547,Zhang Shuai,2017-01-16,2017.0,Australian Open,-0.03500368459837878,-0.4706044102791258,0.7142857264499277,0.7246376836632911,0.6944444168497026,1
1521,1521,Irina Khromacheva,2017-01-16,2017.0,Australian Open,0.002294197031039136,2.1471001901536506,0.4219409486444344,0.4219409486444344,0.39840637601573675,0
1537,1537,Madison Brengle,2017-01-16,2017.0,Australian Open,0.009316770186335402,0.15935876903263013,0.36363636363636365,0.3649635023793565,0.3472222084248513,0
1533,1533,Evgeniya Rodina,2017-01-16,2017.0,Australian Open,0.025272331154684094,0.39923314640578045,0.2222222222222222,0.21786491650467363,0.19685039665718373,0
1542,1542,Roberta Vinci,2017-01-16,2017.0,Australian Open,-0.024060150375939848,-0.48632853471185405,0.47619049781574513,0.48780488939529254,0.4545454446934474,0
1543,1543,Vania King,2017-01-16,2017.0,Australian Open,-0.00558139534883721,-2.2274270765942594,0.4545454446934474,0.4587155822832253,0.4255319321625053,0
